,AnimalID,Protocol,Muscimol,SessionTime,TrialHighPerc,FirstPoke
15344,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,98.0,1.0
15345,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,98.0,1.0
15346,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,82.0,1.0
15347,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,66.0,1.0
15348,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,66.0,1.0
15349,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,18.0,2.0
15350,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,2.0,2.0
15351,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,34.0,2.0
15352,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,66.0,2.0
15353,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,66.0,1.0
15354,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,50.0,1.0
15355,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,98.0,1.0
15356,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,2.0,2.0
15357,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,34.0,2.0
15358,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,2.0,2.0
15359,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,82.0,1.0
15360,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,50.0,1.0
15361,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,50.0,1.0
15362,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,2.0,2.0
15363,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,18.0,2.0
15364,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,82.0,2.0
15365,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,66.0,1.0
15366,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,2.0,1.0
15367,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,82.0,1.0
15368,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,2.0,1.0
15369,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,2.0,2.0
15370,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,18.0,2.0
15371,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,98.0,1.0
15372,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,18.0,2.0
15373,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,18.0,2.0
15374,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,66.0,2.0
15375,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,82.0,2.0
15376,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,82.0,2.0
15377,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,50.0,2.0
15378,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,34.0,2.0
15379,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,2.0,2.0
15380,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,82.0,1.0
15381,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,50.0,1.0
15382,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,50.0,2.0
15383,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,50.0,
15384,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,66.0,
15385,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,66.0,1.0
15386,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,18.0,2.0
15387,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,50.0,2.0
15388,pdyn01,Aud_Psycho,DMS-bilat,Oct24 14:09,2.0,
55536,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55537,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55538,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55539,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55540,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55541,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55542,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55543,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55544,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55545,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55546,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55547,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55548,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55549,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55550,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55551,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,1.0
55552,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55553,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55554,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55555,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55556,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55557,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55558,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55559,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55560,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55561,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55562,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55563,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,2.0
55564,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55565,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55566,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,1.0
55567,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55568,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,2.0
55569,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55570,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55571,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55572,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,1.0
55573,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55574,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55575,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55576,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55577,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55578,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55579,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55580,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55581,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55582,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55583,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55584,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,1.0
55585,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55586,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55587,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55588,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,1.0
55589,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55590,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55591,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55592,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,1.0
55593,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55594,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55595,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55596,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55597,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55598,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55599,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55600,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,1.0
55601,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55602,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55603,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55604,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55605,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,1.0
55606,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55607,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55608,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55609,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55610,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55611,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55612,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55613,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55614,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55615,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55616,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55617,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,1.0
55618,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55619,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55620,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55621,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55622,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55623,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55624,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55625,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55626,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55627,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55628,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55629,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55630,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55631,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55632,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55633,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55634,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,2.0
55635,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55636,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55637,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55638,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55639,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55640,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55641,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55642,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,2.0
55643,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55644,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55645,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55646,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55647,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55648,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,1.0
55649,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55650,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55651,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,2.0
55652,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,2.0
55653,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55654,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55655,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55656,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55657,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55658,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55659,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55660,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55661,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55662,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55663,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55664,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55665,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,1.0
55666,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55667,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55668,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55669,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55670,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55671,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,1.0
55672,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55673,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55674,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55675,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,1.0
55676,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55677,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55678,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,1.0
55679,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55680,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55681,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55682,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55683,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,1.0
55684,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55685,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55686,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55687,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55688,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55689,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55690,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55691,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55692,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55693,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55694,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55695,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55696,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,1.0
55697,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,2.0
55698,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55699,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55700,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55701,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55702,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55703,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55704,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,1.0
55705,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55706,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55707,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55708,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55709,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55710,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55711,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55712,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55713,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55714,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55715,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55716,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55717,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55718,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55719,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55720,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55721,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55722,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55723,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55724,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55725,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55726,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55727,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55728,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55729,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55730,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55731,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,1.0
55732,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,2.0
55733,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,1.0
55734,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55735,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55736,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55737,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55738,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,1.0
55739,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55740,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55741,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55742,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55743,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55744,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55745,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55746,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55747,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55748,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55749,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55750,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55751,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55752,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,1.0
55753,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55754,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55755,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55756,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55757,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55758,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55759,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55760,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55761,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55762,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55763,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55764,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55765,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,1.0
55766,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55767,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,1.0
55768,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55769,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55770,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55771,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55772,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55773,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55774,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55775,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,50.0,2.0
55776,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55777,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55778,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55779,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,2.0
55780,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55781,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
55782,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55783,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55784,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55785,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55786,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55787,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55788,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55789,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55790,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55791,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,1.0
55792,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55793,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55794,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55795,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55796,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55797,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55798,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,1.0
55799,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55800,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,2.0,2.0
55801,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,2.0
55802,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55803,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,34.0,2.0
55804,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55805,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,18.0,2.0
55806,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,82.0,1.0
55807,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,98.0,2.0
55808,pdyn03,Aud_Psycho,StrTail-bilat,Oct09 16:13,66.0,2.0
